rsvp_id,event_id,entity_id,attendee_email,event_name,event_type,event_date,venue,rsvp_status,registered_at
RSVP_000135,EVT_0014,E100614,vivaan.sharma@iitg.ac.in,Alumni Meet - constans comparo,Alumni Meet,2025-12-29T11:33:50.516Z,CC_LAB2,pending,2025-10-18T17:35:19.903Z
RSVP_000136,EVT_0014,E100285,pranav.chopra@iitg.ac.in,Career Fair - deripio adhaero,Career Fair,2025-11-03T09:17:05.596Z,LAB_301,confirmed,2025-10-08T04:19:04.452Z
RSVP_000137,EVT_0014,E100726,arjun.kapoor@iitg.ac.in,Sports Tournament - sum vesper,Sports Tournament,2026-02-09T15:33:23.087Z,AUD_MAIN,confirmed,2025-10-17T19:01:01.619Z
RSVP_000138,EVT_0014,E100593,tara.patel@iitg.ac.in,Seminar - ara delectatio,Seminar,2026-02-16T14:15:04.154Z,CAF_FOOD_COURT,confirmed,2025-09-20T08:21:59.163Z
RSVP_000139,EVT_0014,E100995,vivaan.kapoor@iitg.ac.in,Career Fair - comprehendo thalassinus,Career Fair,2025-12-29T11:19:26.426Z,LAB_102,confirmed,2025-09-22T11:45:18.891Z
RSVP_000140,EVT_0014,E100608,sana.malhotra@iitg.ac.in,Festival Celebration - suppellex summa,Festival Celebration,2025-11-14T15:39:21.155Z,CAF_FOOD_COURT,confirmed,2025-09-27T12:55:31.096Z
RSVP_000141,EVT_0015,E100636,kavya.modi@iitg.ac.in,Festival Celebration - truculenter peior,Festival Celebration,2025-11-24T17:12:23.962Z,HOSTEL_C,confirmed,2025-10-16T03:16:41.437Z
RSVP_000142,EVT_0015,E100094,pari.kumar@iitg.ac.in,Career Fair - ascit strenuus,Career Fair,2026-03-03T07:00:12.198Z,HOSTEL_C,confirmed,2025-10-21T20:39:14.030Z
RSVP_000143,EVT_0015,E100418,riya.saxena@iitg.ac.in,Research Presentation - adnuo aeternus,Research Presentation,2025-12-26T14:47:53.902Z,CC_LAB2,confirmed,2025-10-22T20:21:25.732Z
RSVP_000144,EVT_0015,E100290,aarav.agarwal@iitg.ac.in,Technical Workshop - delibero aspicio,Technical Workshop,2026-01-08T04:40:54.205Z,HOSTEL_A,declined,2025-10-25T10:50:04.349Z
RSVP_000145,EVT_0015,E100818,nisha.malhotra@iitg.ac.in,Seminar - vestigium aegrus,Seminar,2025-11-29T13:30:30.176Z,HOSTEL_C,confirmed,2025-10-03T20:29:35.284Z
RSVP_000146,EVT_0015,E100843,sana.chopra@iitg.ac.in,Alumni Meet - tamisium coerceo,Alumni Meet,2025-11-21T05:47:58.687Z,LIB_L3,declined,2025-09-25T16:42:26.304Z
RSVP_000147,EVT_0015,E100466,neha.gupta@iitg.ac.in,Conference - rem corporis,Conference,2026-01-21T17:27:26.140Z,CC_SERVER,pending,2025-10-24T14:43:52.283Z
RSVP_000148,EVT_0015,E100023,krishna.agarwal@iitg.ac.in,Festival Celebration - arto turba,Festival Celebration,2025-11-08T07:44:19.581Z,GYM_INDOOR,confirmed,2025-10-24T04:02:29.630Z
RSVP_000149,EVT_0015,E100180,sana.gupta@iitg.ac.in,Alumni Meet - reiciendis sophismata,Alumni Meet,2025-12-06T19:41:53.660Z,LIB_L2,confirmed,2025-09-24T13:19:28.137Z
RSVP_000150,EVT_0015,E100509,priya.shah@iitg.ac.in,Festival Celebration - celer neque,Festival Celebration,2025-12-16T13:21:48.335Z,LAB_201,confirmed,2025-09-23T02:29:32.547Z
RSVP_000151,EVT_0016,E100392,aditya.srivastava@iitg.ac.in,Career Fair - apostolus sursum,Career Fair,2026-04-20T06:49:08.058Z,LAB_101,confirmed,2025-10-19T07:39:38.492Z
RSVP_000152,EVT_0016,E100894,priya.pandey@iitg.ac.in,Guest Lecture - sophismata vereor,Guest Lecture,2026-01-13T16:07:20.612Z,ADMIN_OFFICE,confirmed,2025-10-12T04:00:55.614Z
RSVP_000153,EVT_0016,E100821,pari.singh@iitg.ac.in,Seminar - suffragium clementia,Seminar,2026-02-21T04:56:52.253Z,CC_SERVER,confirmed,2025-10-22T07:12:48.535Z
RSVP_000154,EVT_0016,E100154,siya.mehta@iitg.ac.in,Cultural Event - coepi ullam,Cultural Event,2026-01-19T01:45:03.030Z,GYM_INDOOR,confirmed,2025-09-27T02:42:01.164Z
RSVP_000155,EVT_0016,E100048,myra.arora@iitg.ac.in,Cultural Event - decimus capio,Cultural Event,2026-03-23T20:30:33.032Z,LAB_301,declined,2025-10-23T15:54:00.007Z
RSVP_000156,EVT_0016,E100367,diya.tiwari@iitg.ac.in,Research Presentation - vacuus viridis,Research Presentation,2025-12-09T00:32:11.746Z,CC_LAB2,pending,2025-10-04T14:14:22.533Z
RSVP_000157,EVT_0016,E100651,vihaan.chopra@iitg.ac.in,Seminar - tendo voluptatum,Seminar,2026-01-12T09:35:53.361Z,CAF_MAIN,confirmed,2025-09-20T22:41:35.329Z
RSVP_000158,EVT_0016,E100850,ira.yadav@iitg.ac.in,Cultural Event - vereor maiores,Cultural Event,2025-12-12T10:26:36.229Z,LAB_301,confirmed,2025-10-24T16:34:21.907Z
RSVP_000159,EVT_0016,E100836,anika.pandey@iitg.ac.in,Technical Workshop - veritatis bellum,Technical Workshop,2025-12-29T15:10:51.957Z,AUD_MAIN,pending,2025-09-22T11:17:39.461Z
RSVP_000160,EVT_0016,E100432,ananya.rao@iitg.ac.in,Seminar - testimonium video,Seminar,2025-12-09T06:44:36.852Z,AC_301,confirmed,2025-10-17T02:03:44.478Z
RSVP_000161,EVT_0017,E100735,sai.tiwari@iitg.ac.in,Guest Lecture - trucido demum,Guest Lecture,2026-03-09T05:13:40.543Z,CAF_FOOD_COURT,pending,2025-09-28T22:10:03.746Z
RSVP_000162,EVT_0017,E100101,neha.kumar@iitg.ac.in,Seminar - nisi spoliatio,Seminar,2025-12-14T23:40:20.293Z,LIB_L2,confirmed,2025-10-15T20:36:08.518Z
RSVP_000163,EVT_0017,E100040,pranav.saxena@iitg.ac.in,Research Presentation - vindico cernuus,Research Presentation,2026-02-22T18:14:24.691Z,GYM_MAIN,declined,2025-09-26T21:07:10.445Z
RSVP_000164,EVT_0017,E100903,siya.modi@iitg.ac.in,Conference - tantillus coadunatio,Conference,2026-03-20T23:05:22.839Z,CAF_MAIN,confirmed,2025-10-19T22:19:50.137Z
RSVP_000165,EVT_0017,E100916,shaurya.verma@iitg.ac.in,Guest Lecture - vito ultra,Guest Lecture,2026-01-23T20:49:58.379Z,CAF_MAIN,confirmed,2025-09-21T19:48:35.926Z
RSVP_000166,EVT_0017,E100227,atharv.bansal@iitg.ac.in,Cultural Event - creator laudantium,Cultural Event,2026-03-03T19:20:51.273Z,LAB_102,confirmed,2025-10-19T02:24:27.859Z
RSVP_000167,EVT_0017,E100140,shaurya.tiwari@iitg.ac.in,Cultural Event - tracto tergo,Cultural Event,2025-12-01T11:13:15.900Z,GYM_INDOOR,pending,2025-09-20T12:27:39.339Z
RSVP_000168,EVT_0017,E100509,priya.shah@iitg.ac.in,Alumni Meet - coruscus ipsam,Alumni Meet,2026-01-16T04:45:41.119Z,HOSTEL_A,confirmed,2025-09-29T12:40:56.400Z
RSVP_000169,EVT_0017,E100687,kavya.pandey@iitg.ac.in,Alumni Meet - corporis iusto,Alumni Meet,2026-02-21T16:09:16.151Z,LAB_301,pending,2025-09-22T09:42:53.848Z
RSVP_000170,EVT_0017,E100209,myra.joshi@iitg.ac.in,Technical Workshop - ustilo cura,Technical Workshop,2026-04-17T06:47:16.935Z,HOSTEL_A,confirmed,2025-10-19T07:24:28.405Z
RSVP_000171,EVT_0018,E100101,neha.kumar@iitg.ac.in,Festival Celebration - attonbitus deinde,Festival Celebration,2025-12-26T00:48:52.763Z,CC_LAB1,confirmed,2025-10-09T10:33:58.441Z
RSVP_000172,EVT_0018,E100744,sana.kapoor@iitg.ac.in,Career Fair - acceptus vere,Career Fair,2026-04-25T08:17:28.499Z,AUD_MAIN,declined,2025-10-20T07:52:49.816Z
RSVP_000173,EVT_0018,E100442,arjun.bansal@iitg.ac.in,Festival Celebration - solium valeo,Festival Celebration,2025-11-19T19:13:52.205Z,AC_201,pending,2025-10-04T05:29:12.805Z
RSVP_000174,EVT_0018,E100686,tara.kapoor@iitg.ac.in,Technical Workshop - cumque vinum,Technical Workshop,2025-12-01T22:15:05.770Z,GYM_INDOOR,confirmed,2025-09-25T03:41:32.663Z
RSVP_000175,EVT_0018,E100672,tara.mishra@iitg.ac.in,Guest Lecture - vitae degusto,Guest Lecture,2026-01-09T14:29:08.257Z,LIB_L1,confirmed,2025-10-15T04:35:51.332Z
RSVP_000176,EVT_0018,E100043,myra.saxena@iitg.ac.in,Seminar - videlicet addo,Seminar,2026-01-16T19:01:33.485Z,ADMIN_OFFICE,confirmed,2025-10-23T09:57:57.129Z
RSVP_000177,EVT_0018,E100163,ira.mehta@iitg.ac.in,Festival Celebration - adversus pecus,Festival Celebration,2025-11-16T16:10:29.749Z,HOSTEL_C,confirmed,2025-09-29T15:25:11.476Z
RSVP_000178,EVT_0018,E100770,arjun.rao@iitg.ac.in,Festival Celebration - vilicus corrumpo,Festival Celebration,2025-10-28T16:04:48.572Z,LIB_L3,pending,2025-10-18T05:21:33.624Z
RSVP_000179,EVT_0018,E100698,aditya.yadav@iitg.ac.in,Festival Celebration - cauda validus,Festival Celebration,2026-03-03T09:28:13.169Z,LAB_301,confirmed,2025-10-19T21:38:42.952Z
RSVP_000180,EVT_0018,E100180,sana.gupta@iitg.ac.in,Alumni Meet - capto supplanto,Alumni Meet,2026-03-28T02:15:25.927Z,CAF_FOOD_COURT,confirmed,2025-10-20T21:54:26.180Z
RSVP_000181,EVT_0019,E100119,siya.kapoor@iitg.ac.in,Alumni Meet - vinum cornu,Alumni Meet,2025-12-04T17:20:38.289Z,GYM_MAIN,confirmed,2025-10-20T15:53:24.088Z
RSVP_000182,EVT_0019,E100792,ananya.jain@iitg.ac.in,Technical Workshop - adsum expedita,Technical Workshop,2025-11-16T22:52:21.116Z,HOSTEL_B,pending,2025-10-23T05:12:47.574Z
RSVP_000183,EVT_0019,E100797,vivaan.singh@iitg.ac.in,Sports Tournament - debitis testimonium,Sports Tournament,2025-12-20T20:15:55.071Z,AUD_SEMINAR,declined,2025-10-02T17:07:56.219Z
RSVP_000184,EVT_0019,E100813,kavya.shah@iitg.ac.in,Technical Workshop - commodo talio,Technical Workshop,2026-01-10T10:54:11.558Z,CC_LAB2,confirmed,2025-10-06T06:27:09.893Z
RSVP_000185,EVT_0019,E100139,atharv.joshi@iitg.ac.in,Sports Tournament - coerceo conicio,Sports Tournament,2026-01-11T21:43:26.346Z,HOSTEL_B,confirmed,2025-10-22T14:08:46.134Z
RSVP_000186,EVT_0019,E100741,aarav.jain@iitg.ac.in,Cultural Event - claustrum comes,Cultural Event,2026-03-25T05:49:09.210Z,AC_301,confirmed,2025-09-23T12:27:29.658Z
RSVP_000187,EVT_0019,E100874,vihaan.mishra@iitg.ac.in,Research Presentation - quae ancilla,Research Presentation,2025-12-04T07:49:15.583Z,GYM_INDOOR,pending,2025-09-22T08:51:23.454Z
RSVP_000188,EVT_0019,E100174,kavya.kapoor@iitg.ac.in,Research Presentation - denego voluptates,Research Presentation,2025-10-26T12:05:30.820Z,AUD_MAIN,confirmed,2025-10-14T22:26:56.418Z
RSVP_000189,EVT_0019,E100108,myra.bansal@iitg.ac.in,Conference - tremo acquiro,Conference,2026-01-20T05:15:13.707Z,AUD_SEMINAR,confirmed,2025-10-15T19:45:19.699Z
RSVP_000190,EVT_0019,E100133,sai.saxena@iitg.ac.in,Sports Tournament - attonbitus atque,Sports Tournament,2026-01-18T19:17:59.245Z,HOSTEL_B,confirmed,2025-10-18T07:04:04.520Z
RSVP_000191,EVT_0020,E100139,atharv.joshi@iitg.ac.in,Conference - cum curatio,Conference,2026-01-29T15:40:05.824Z,LAB_201,pending,2025-09-28T13:59:29.936Z
RSVP_000192,EVT_0020,E100028,priya.gupta@iitg.ac.in,Conference - ipsa sophismata,Conference,2025-11-05T03:34:40.582Z,CC_LAB1,declined,2025-10-04T13:41:11.154Z
RSVP_000193,EVT_0020,E100717,riya.kapoor@iitg.ac.in,Career Fair - decimus defluo,Career Fair,2026-02-07T01:22:48.329Z,CC_LAB2,pending,2025-10-20T21:36:05.026Z
RSVP_000194,EVT_0020,E100922,arjun.shah@iitg.ac.in,Research Presentation - sto confugo,Research Presentation,2026-03-21T16:36:35.253Z,CAF_MAIN,confirmed,2025-10-09T02:11:59.431Z
RSVP_000195,EVT_0020,E100347,aarav.reddy@iitg.ac.in,Seminar - tricesimus appositus,Seminar,2026-04-11T04:35:46.918Z,LAB_102,confirmed,2025-10-03T16:28:10.848Z
RSVP_000196,EVT_0020,E100865,pari.srivastava@iitg.ac.in,Festival Celebration - bardus appositus,Festival Celebration,2026-03-18T22:45:47.248Z,LAB_101,confirmed,2025-09-26T09:23:46.967Z
RSVP_000197,EVT_0020,E100996,krishna.kumar@iitg.ac.in,Career Fair - adaugeo cubo,Career Fair,2026-04-09T11:47:15.785Z,CAF_FOOD_COURT,confirmed,2025-09-22T01:23:24.730Z
RSVP_000198,EVT_0020,E100304,myra.mehta@iitg.ac.in,Research Presentation - occaecati modi,Research Presentation,2026-03-28T12:04:01.855Z,LIB_L3,confirmed,2025-10-16T08:59:27.388Z
RSVP_000199,EVT_0020,E100374,vivaan.joshi@iitg.ac.in,Career Fair - denuo cursus,Career Fair,2026-02-18T00:28:22.359Z,ADMIN_OFFICE,confirmed,2025-10-13T09:56:38.274Z
RSVP_000200,EVT_0020,E100804,ishaan.tiwari@iitg.ac.in,Sports Tournament - volva valetudo,Sports Tournament,2026-04-10T16:24:36.688Z,GYM_INDOOR,pending,2025-09-28T12:15:21.565Z
RSVP_000201,EVT_0021,E100799,aarav.agarwal@iitg.ac.in,Festival Celebration - ait alveus,Festival Celebration,2026-01-03T04:37:32.764Z,LIB_L3,confirmed,2025-09-27T03:39:00.639Z
RSVP_000202,EVT_0021,E100474,siya.chopra@iitg.ac.in,Alumni Meet - libero adamo,Alumni Meet,2025-11-20T23:18:28.113Z,LAB_101,confirmed,2025-10-04T08:41:15.859Z
RSVP_000203,EVT_0021,E100446,nisha.chopra@iitg.ac.in,Conference - termes eaque,Conference,2026-02-17T23:21:57.496Z,LAB_301,pending,2025-10-24T09:17:01.300Z
RSVP_000204,EVT_0021,E100012,myra.reddy@iitg.ac.in,Cultural Event - admoveo iusto,Cultural Event,2026-01-07T20:01:47.765Z,GYM_MAIN,confirmed,2025-10-21T03:41:15.599Z
RSVP_000205,EVT_0021,E100263,pari.bansal@iitg.ac.in,Guest Lecture - aperio astrum,Guest Lecture,2025-12-18T14:41:40.974Z,GYM_INDOOR,confirmed,2025-10-25T12:05:29.018Z
RSVP_000206,EVT_0021,E100054,aditya.reddy@iitg.ac.in,Career Fair - taceo atque,Career Fair,2025-11-16T15:51:28.552Z,CAF_FOOD_COURT,declined,2025-09-23T05:28:08.509Z
RSVP_000207,EVT_0021,E100523,ishaan.rao@iitg.ac.in,Cultural Event - stillicidium maxime,Cultural Event,2025-12-21T09:40:18.985Z,AC_201,confirmed,2025-10-16T08:38:29.100Z
RSVP_000208,EVT_0021,E100955,reyansh.agarwal@iitg.ac.in,Festival Celebration - appello pectus,Festival Celebration,2026-04-02T04:18:01.752Z,ADMIN_LOBBY,pending,2025-09-27T20:08:00.604Z
RSVP_000209,EVT_0021,E100202,sana.sharma@iitg.ac.in,Alumni Meet - animadverto dicta,Alumni Meet,2026-01-09T04:09:09.590Z,HOSTEL_B,confirmed,2025-10-03T21:54:52.262Z
RSVP_000210,EVT_0021,E100843,sana.chopra@iitg.ac.in,Technical Workshop - creo verto,Technical Workshop,2025-12-31T05:53:46.449Z,HOSTEL_A,pending,2025-10-05T23:46:21.552Z
RSVP_000211,EVT_0022,E100070,vivaan.joshi@iitg.ac.in,Seminar - tardus curto,Seminar,2025-11-07T02:00:03.187Z,LIB_L2,pending,2025-10-03T15:49:05.734Z
RSVP_000212,EVT_0022,E100731,myra.singh@iitg.ac.in,Alumni Meet - administratio vix,Alumni Meet,2026-04-17T09:59:38.012Z,GYM_MAIN,confirmed,2025-10-23T13:37:18.054Z
RSVP_000213,EVT_0022,E100680,myra.singh@iitg.ac.in,Technical Workshop - tribuo territo,Technical Workshop,2025-12-26T06:44:06.686Z,AUD_SEMINAR,confirmed,2025-09-26T06:44:07.565Z
RSVP_000214,EVT_0022,E100989,atharv.agarwal@iitg.ac.in,Conference - aliqua solum,Conference,2026-04-24T22:17:14.346Z,LIB_ENT,confirmed,2025-10-04T23:29:11.775Z
RSVP_000215,EVT_0022,E100800,pranav.malhotra@iitg.ac.in,Alumni Meet - perspiciatis comitatus,Alumni Meet,2026-04-07T14:22:57.696Z,CAF_FOOD_COURT,confirmed,2025-09-21T18:44:20.934Z
RSVP_000216,EVT_0022,E100937,aditya.chopra@iitg.ac.in,Alumni Meet - accusamus ait,Alumni Meet,2026-01-21T10:42:44.992Z,LAB_301,pending,2025-09-19T10:21:01.767Z
RSVP_000217,EVT_0022,E100679,ishaan.mishra@iitg.ac.in,Festival Celebration - deludo video,Festival Celebration,2026-01-14T04:15:54.027Z,ADMIN_LOBBY,pending,2025-10-04T10:21:00.622Z
RSVP_000218,EVT_0022,E100946,saanvi.srivastava@iitg.ac.in,Alumni Meet - sursum audacia,Alumni Meet,2025-11-09T21:25:01.398Z,AUD_MAIN,pending,2025-10-10T10:47:00.581Z
RSVP_000219,EVT_0022,E100257,aditya.gupta@iitg.ac.in,Seminar - arcesso curia,Seminar,2026-03-15T13:07:05.070Z,AUD_SEMINAR,confirmed,2025-10-01T14:13:37.504Z
RSVP_000220,EVT_0022,E100140,shaurya.tiwari@iitg.ac.in,Guest Lecture - usus voluntarius,Guest Lecture,2025-12-12T06:25:53.778Z,LAB_101,confirmed,2025-09-25T16:38:16.942Z
RSVP_000221,EVT_0023,E100312,vivaan.kapoor@iitg.ac.in,Guest Lecture - sumo tempore,Guest Lecture,2026-02-08T06:52:59.457Z,CC_SERVER,confirmed,2025-10-18T10:45:09.498Z
RSVP_000222,EVT_0023,E100451,diya.pandey@iitg.ac.in,Sports Tournament - speculum vix,Sports Tournament,2026-04-24T21:45:40.039Z,LAB_101,confirmed,2025-09-29T03:56:40.776Z
RSVP_000223,EVT_0023,E100166,riya.bansal@iitg.ac.in,Technical Workshop - suscipit vergo,Technical Workshop,2026-01-03T03:38:56.818Z,GYM_INDOOR,pending,2025-10-10T16:00:30.302Z
RSVP_000224,EVT_0023,E100113,neha.bansal@iitg.ac.in,Festival Celebration - virga studio,Festival Celebration,2025-11-10T05:29:00.946Z,HOSTEL_C,confirmed,2025-10-17T17:58:57.163Z
RSVP_000225,EVT_0023,E100914,atharv.verma@iitg.ac.in,Conference - qui arbitro,Conference,2026-01-19T15:57:24.811Z,GYM_MAIN,confirmed,2025-10-04T00:28:10.267Z
RSVP_000226,EVT_0023,E100215,nisha.malhotra@iitg.ac.in,Guest Lecture - vitae adulescens,Guest Lecture,2026-03-15T20:17:03.868Z,HOSTEL_B,confirmed,2025-10-02T11:57:45.188Z
RSVP_000227,EVT_0023,E100051,ishaan.arora@iitg.ac.in,Technical Workshop - voluptates auctor,Technical Workshop,2025-12-25T18:30:43.321Z,HOSTEL_B,confirmed,2025-09-20T08:59:20.638Z
RSVP_000228,EVT_0023,E100460,nisha.yadav@iitg.ac.in,Career Fair - dignissimos validus,Career Fair,2026-03-09T21:30:06.690Z,CAF_MAIN,confirmed,2025-10-13T01:11:13.221Z
RSVP_000229,EVT_0023,E100903,siya.modi@iitg.ac.in,Guest Lecture - adicio corporis,Guest Lecture,2025-11-22T05:52:32.138Z,AC_201,confirmed,2025-09-27T14:27:20.927Z
RSVP_000230,EVT_0023,E100879,saanvi.singh@iitg.ac.in,Conference - socius neque,Conference,2025-11-29T15:38:59.920Z,CC_LAB1,confirmed,2025-10-12T17:40:50.726Z
RSVP_000231,EVT_0024,E100420,nisha.bansal@iitg.ac.in,Guest Lecture - abstergo demo,Guest Lecture,2025-11-19T12:19:34.402Z,HOSTEL_A,declined,2025-10-02T06:14:08.122Z
RSVP_000232,EVT_0024,E100329,krishna.kapoor@iitg.ac.in,Conference - ultio coruscus,Conference,2025-11-25T05:35:21.463Z,LIB_ENT,confirmed,2025-10-08T04:48:55.800Z
RSVP_000233,EVT_0024,E100800,pranav.malhotra@iitg.ac.in,Technical Workshop - harum demulceo,Technical Workshop,2025-10-27T23:07:30.745Z,CC_LAB1,pending,2025-10-22T03:35:51.345Z
RSVP_000234,EVT_0024,E100981,tara.joshi@iitg.ac.in,Research Presentation - angelus tripudio,Research Presentation,2026-01-18T04:13:07.012Z,LIB_L3,confirmed,2025-10-24T04:10:09.039Z
RSVP_000235,EVT_0024,E100784,pari.kapoor@iitg.ac.in,Seminar - desolo alter,Seminar,2025-11-29T05:01:19.011Z,LAB_201,declined,2025-10-23T10:42:34.880Z
RSVP_000236,EVT_0024,E100379,siya.sharma@iitg.ac.in,Cultural Event - adipisci defessus,Cultural Event,2026-04-05T16:54:44.655Z,ADMIN_LOBBY,confirmed,2025-10-13T06:31:38.595Z
RSVP_000237,EVT_0024,E100373,ananya.reddy@iitg.ac.in,Career Fair - aedificium blanditiis,Career Fair,2026-02-19T17:43:57.644Z,HOSTEL_A,pending,2025-09-19T17:00:32.199Z
RSVP_000238,EVT_0024,E100054,aditya.reddy@iitg.ac.in,Sports Tournament - absorbeo corona,Sports Tournament,2026-03-17T23:39:07.537Z,AC_201,confirmed,2025-10-08T15:16:40.721Z
RSVP_000239,EVT_0024,E100502,riya.joshi@iitg.ac.in,Research Presentation - laborum voluptates,Research Presentation,2026-01-08T16:33:25.178Z,LIB_L2,pending,2025-09-22T05:16:04.322Z
RSVP_000240,EVT_0024,E100116,ishaan.patel@iitg.ac.in,Cultural Event - somnus suffoco,Cultural Event,2025-12-06T09:26:02.415Z,LAB_102,pending,2025-09-28T04:11:27.232Z
RSVP_000241,EVT_0025,E100782,pranav.pandey@iitg.ac.in,Research Presentation - charisma commodi,Research Presentation,2026-01-02T15:50:56.984Z,AC_102,pending,2025-10-15T10:01:07.589Z
RSVP_000242,EVT_0025,E100573,aarav.jain@iitg.ac.in,Guest Lecture - cumque sui,Guest Lecture,2026-04-15T09:42:35.929Z,GYM_MAIN,confirmed,2025-10-01T08:34:08.232Z
RSVP_000243,EVT_0025,E100664,priya.srivastava@iitg.ac.in,Festival Celebration - arma usque,Festival Celebration,2025-12-21T13:24:48.946Z,LIB_L1,confirmed,2025-09-30T23:45:54.758Z
RSVP_000244,EVT_0025,E100874,vihaan.mishra@iitg.ac.in,Research Presentation - dolorum conturbo,Research Presentation,2026-01-13T13:14:40.036Z,ADMIN_OFFICE,confirmed,2025-10-24T18:24:30.939Z
RSVP_000245,EVT_0025,E100262,arjun.gupta@iitg.ac.in,Conference - tonsor aedificium,Conference,2026-03-09T21:00:01.525Z,GYM_INDOOR,confirmed,2025-10-01T17:54:23.658Z
RSVP_000246,EVT_0025,E100710,sana.joshi@iitg.ac.in,Cultural Event - theca appono,Cultural Event,2026-01-04T06:40:57.653Z,LAB_201,confirmed,2025-09-22T03:40:01.175Z
RSVP_000247,EVT_0025,E100367,diya.tiwari@iitg.ac.in,Seminar - casus pauci,Seminar,2026-02-19T03:34:50.866Z,ADMIN_LOBBY,confirmed,2025-10-10T18:33:56.719Z
RSVP_000248,EVT_0025,E100052,arjun.sharma@iitg.ac.in,Seminar - deficio recusandae,Seminar,2026-01-23T15:10:55.251Z,LAB_201,confirmed,2025-10-23T07:58:29.386Z
RSVP_000249,EVT_0025,E100793,diya.rao@iitg.ac.in,Research Presentation - vobis dolores,Research Presentation,2025-11-13T03:30:43.216Z,GYM_MAIN,confirmed,2025-09-29T15:17:37.714Z
RSVP_000250,EVT_0025,E100877,kavya.shah@iitg.ac.in,Alumni Meet - mollitia tergo,Alumni Meet,2025-11-19T15:35:42.548Z,AC_201,confirmed,2025-09-20T10:41:06.917Z
RSVP_000251,EVT_0026,E100390,aditya.singh@iitg.ac.in,Technical Workshop - amet cunae,Technical Workshop,2025-11-09T19:31:30.338Z,AC_102,confirmed,2025-10-23T20:12:50.635Z
RSVP_000252,EVT_0026,E100263,pari.bansal@iitg.ac.in,Guest Lecture - socius spes,Guest Lecture,2025-12-31T06:03:48.718Z,LAB_201,confirmed,2025-10-14T05:08:39.952Z
RSVP_000253,EVT_0026,E100582,vihaan.srivastava@iitg.ac.in,Conference - adipisci arbitro,Conference,2026-03-28T04:06:13.737Z,LIB_L1,confirmed,2025-09-21T02:30:25.864Z
RSVP_000254,EVT_0026,E100529,sana.srivastava@iitg.ac.in,Festival Celebration - villa labore,Festival Celebration,2025-11-24T14:41:57.916Z,LIB_ENT,confirmed,2025-10-15T08:21:53.786Z
RSVP_000255,EVT_0026,E100731,myra.singh@iitg.ac.in,Festival Celebration - vehemens vesco,Festival Celebration,2026-03-28T17:28:01.696Z,CAF_FOOD_COURT,pending,2025-09-22T15:50:52.689Z
RSVP_000256,EVT_0026,E100985,nisha.agarwal@iitg.ac.in,Sports Tournament - xiphias vinculum,Sports Tournament,2026-01-04T21:36:59.717Z,GYM_INDOOR,confirmed,2025-10-21T00:30:41.670Z
RSVP_000257,EVT_0026,E100343,diya.modi@iitg.ac.in,Technical Workshop - cupio angelus,Technical Workshop,2025-12-05T08:43:55.561Z,GYM_MAIN,confirmed,2025-10-12T05:21:54.247Z
RSVP_000258,EVT_0026,E100255,saanvi.kapoor@iitg.ac.in,Career Fair - volutabrum decerno,Career Fair,2025-11-18T17:12:25.967Z,GYM_MAIN,declined,2025-09-28T19:28:44.898Z
RSVP_000259,EVT_0026,E100735,sai.tiwari@iitg.ac.in,Alumni Meet - crux dedico,Alumni Meet,2026-01-24T11:59:15.318Z,LAB_301,confirmed,2025-10-04T21:20:22.632Z
RSVP_000260,EVT_0026,E100181,diya.joshi@iitg.ac.in,Technical Workshop - corroboro campana,Technical Workshop,2025-11-04T07:59:05.299Z,LAB_102,confirmed,2025-10-01T03:24:07.917Z
RSVP_000261,EVT_0027,E100275,ira.rao@iitg.ac.in,Cultural Event - arceo sit,Cultural Event,2026-02-09T21:33:37.819Z,LAB_201,confirmed,2025-09-21T23:50:58.494Z
RSVP_000262,EVT_0027,E100334,reyansh.patel@iitg.ac.in,Festival Celebration - commodi tyrannus,Festival Celebration,2026-03-16T16:24:30.115Z,LAB_102,confirmed,2025-10-07T19:49:03.662Z
RSVP_000263,EVT_0027,E100147,saanvi.patel@iitg.ac.in,Career Fair - uxor careo,Career Fair,2025-12-06T17:18:01.656Z,AC_201,confirmed,2025-10-02T03:44:42.410Z
RSVP_000264,EVT_0027,E100237,tara.chopra@iitg.ac.in,Guest Lecture - colo cado,Guest Lecture,2025-11-05T14:06:29.604Z,AC_101,confirmed,2025-10-02T23:46:49.035Z
RSVP_000265,EVT_0027,E100762,riya.agarwal@iitg.ac.in,Research Presentation - certus solium,Research Presentation,2026-01-08T22:06:33.958Z,LIB_L3,confirmed,2025-10-08T00:54:26.449Z
RSVP_000266,EVT_0027,E100151,kavya.kumar@iitg.ac.in,Festival Celebration - tempora delego,Festival Celebration,2026-02-06T05:59:49.244Z,CAF_FOOD_COURT,confirmed,2025-09-28T07:51:02.111Z
RSVP_000267,EVT_0027,E100053,vivaan.joshi@iitg.ac.in,Festival Celebration - contigo totam,Festival Celebration,2025-12-29T01:22:34.062Z,AC_101,pending,2025-10-13T16:19:21.795Z
RSVP_000268,EVT_0027,E100602,siya.saxena@iitg.ac.in,Guest Lecture - rem teres,Guest Lecture,2026-02-02T13:05:24.377Z,HOSTEL_C,pending,2025-09-26T17:53:13.803Z
